Amount,Category,Reason,Mood,Date,User ID
521081,Tersier,Esensial,Senang,2028-10-14,7
108957,Tersier,Esensial,Tidak Baik,2028-10-15,1
177594,Tidak Terduga,Luxury,Tidak Baik,2028-10-16,14
820785,Sekunder,Esensial,Tidak Baik,2028-10-17,18
266574,Primer,Kewajiban,Senang,2028-10-18,18
931922,Tidak Terduga,Sial,Tidak Baik,2028-10-19,4
739176,Tersier,Kewajiban,Tidak Baik,2028-10-20,4
789396,Sekunder,Irasional,Buruk,2028-10-21,13
737166,Tersier,Terencana,Senang,2028-10-22,9
446716,Primer,Terencana,Senang,2028-10-23,2
916827,Tidak Terduga,Luxury,Senang,2028-10-24,7
873671,Tidak Terduga,Luxury,Baik,2028-10-25,10
614384,Tersier,Irasional,Tidak Baik,2028-10-26,7
413542,Tidak Terduga,Kewajiban,Tidak Baik,2028-10-27,19
124689,Sekunder,Luxury,Baik,2028-10-28,17
859090,Sekunder,Sial,Baik,2028-10-29,17
443741,Tersier,Esensial,Buruk,2028-10-30,3
44594,Tersier,Irasional,Senang,2028-10-31,17
307304,Tidak Terduga,Terencana,Baik,2028-11-01,16
592636,Tersier,Sial,Senang,2028-11-02,7
159592,Sekunder,Sial,Tidak Baik,2028-11-03,18
506877,Primer,Kewajiban,Buruk,2028-11-04,16
416490,Sekunder,Luxury,Tidak Baik,2028-11-05,15
735511,Tidak Terduga,Kewajiban,Senang,2028-11-06,12
815395,Tersier,Esensial,Buruk,2028-11-07,17
735000,Tersier,Teratur,Baik,2028-11-08,8
304896,Tersier,Esensial,Baik,2028-11-09,8
642955,Tidak Terduga,Esensial,Senang,2028-11-10,7
429534,Primer,Gaya Hidup,Tidak Baik,2028-11-11,13
892367,Tidak Terduga,Kewajiban,Buruk,2028-11-12,10
699567,Sekunder,Luxury,Tidak Baik,2028-11-13,16
419518,Primer,Irasional,Tidak Baik,2028-11-14,15
143609,Tersier,Teratur,Baik,2028-11-15,1
737617,Sekunder,Gaya Hidup,Buruk,2028-11-16,9
275180,Tersier,Kewajiban,Tidak Baik,2028-11-17,4
524379,Primer,Teratur,Senang,2028-11-18,8
56240,Tidak Terduga,Luxury,Buruk,2028-11-19,1
679641,Sekunder,Esensial,Buruk,2028-11-20,20
957187,Tidak Terduga,Esensial,Baik,2028-11-21,1
618678,Sekunder,Terencana,Baik,2028-11-22,20
373939,Tersier,Esensial,Tidak Baik,2028-11-23,4
989715,Tersier,Kewajiban,Senang,2028-11-24,12
669717,Tidak Terduga,Esensial,Tidak Baik,2028-11-25,7
262120,Tersier,Terencana,Tidak Baik,2028-11-26,17
709112,Primer,Kewajiban,Buruk,2028-11-27,14
96287,Primer,Terencana,Baik,2028-11-28,1
696269,Primer,Luxury,Tidak Baik,2028-11-29,6
893874,Primer,Irasional,Buruk,2028-11-30,18
516819,Sekunder,Terencana,Baik,2028-12-01,5
983562,Sekunder,Gaya Hidup,Buruk,2028-12-02,13
765132,Primer,Gaya Hidup,Senang,2028-12-03,5
346869,Sekunder,Sial,Senang,2028-12-04,12
710776,Primer,Kewajiban,Senang,2028-12-05,9
458129,Tidak Terduga,Gaya Hidup,Baik,2028-12-06,6
152343,Sekunder,Luxury,Baik,2028-12-07,2
176566,Primer,Gaya Hidup,Buruk,2028-12-08,9
77549,Primer,Irasional,Senang,2028-12-09,3
69019,Tidak Terduga,Sial,Baik,2028-12-10,6
349149,Tidak Terduga,Kewajiban,Buruk,2028-12-11,8
546554,Tersier,Teratur,Buruk,2028-12-12,3
151761,Primer,Sial,Senang,2028-12-13,20
131913,Tersier,Sial,Senang,2028-12-14,2
276205,Sekunder,Terencana,Buruk,2028-12-15,12
960358,Primer,Luxury,Baik,2028-12-16,15
593658,Primer,Sial,Baik,2028-12-17,15
172254,Sekunder,Teratur,Baik,2028-12-18,5
437524,Tidak Terduga,Kewajiban,Baik,2028-12-19,1
505679,Primer,Terencana,Tidak Baik,2028-12-20,9
419033,Tidak Terduga,Terencana,Senang,2028-12-21,9
733055,Primer,Kewajiban,Senang,2028-12-22,3
809238,Tersier,Luxury,Tidak Baik,2028-12-23,1
760316,Tidak Terduga,Teratur,Senang,2028-12-24,2
596432,Tersier,Teratur,Buruk,2028-12-25,16
469486,Primer,Kewajiban,Senang,2028-12-26,19
645870,Tersier,Kewajiban,Tidak Baik,2028-12-27,9
808325,Primer,Sial,Buruk,2028-12-28,4
791894,Primer,Esensial,Baik,2028-12-29,19
192029,Tersier,Teratur,Senang,2028-12-30,7
958423,Primer,Esensial,Tidak Baik,2028-12-31,6
465037,Sekunder,Teratur,Baik,2029-01-01,9
716735,Primer,Sial,Senang,2029-01-02,12
133831,Primer,Irasional,Senang,2029-01-03,8
904190,Sekunder,Teratur,Tidak Baik,2029-01-04,18
543117,Tidak Terduga,Sial,Baik,2029-01-05,3
675558,Sekunder,Kewajiban,Senang,2029-01-06,2
457940,Sekunder,Luxury,Buruk,2029-01-07,20
323328,Sekunder,Teratur,Tidak Baik,2029-01-08,16
64305,Sekunder,Luxury,Baik,2029-01-09,20
753811,Tidak Terduga,Terencana,Senang,2029-01-10,10
418528,Primer,Sial,Buruk,2029-01-11,4
257823,Tersier,Gaya Hidup,Baik,2029-01-12,5
494920,Tidak Terduga,Kewajiban,Buruk,2029-01-13,5
496297,Tidak Terduga,Gaya Hidup,Tidak Baik,2029-01-14,9
277582,Primer,Teratur,Senang,2029-01-15,18
927004,Sekunder,Luxury,Senang,2029-01-16,15
410303,Sekunder,Irasional,Baik,2029-01-17,1
134180,Tidak Terduga,Sial,Tidak Baik,2029-01-18,19
748987,Tersier,Teratur,Senang,2029-01-19,18
415178,Sekunder,Irasional,Buruk,2029-01-20,16
600913,Tidak Terduga,Teratur,Tidak Baik,2029-01-21,5
975497,Tersier,Kewajiban,Tidak Baik,2029-01-22,13
706149,Tersier,Terencana,Buruk,2029-01-23,9
406096,Tersier,Irasional,Baik,2029-01-24,19
93491,Tersier,Gaya Hidup,Senang,2029-01-25,14
447479,Tidak Terduga,Terencana,Senang,2029-01-26,7
319282,Tidak Terduga,Kewajiban,Senang,2029-01-27,6
229028,Tersier,Gaya Hidup,Tidak Baik,2029-01-28,6
158093,Sekunder,Sial,Baik,2029-01-29,12
919227,Sekunder,Kewajiban,Baik,2029-01-30,3
894226,Tidak Terduga,Kewajiban,Baik,2029-01-31,16
506805,Tersier,Teratur,Baik,2029-02-01,10
126126,Tersier,Esensial,Senang,2029-02-02,5
724963,Tidak Terduga,Sial,Baik,2029-02-03,6
252409,Tidak Terduga,Gaya Hidup,Baik,2029-02-04,10
702875,Tidak Terduga,Terencana,Baik,2029-02-05,1
700556,Primer,Esensial,Baik,2029-02-06,9
656152,Primer,Sial,Baik,2029-02-07,7
52394,Tersier,Sial,Tidak Baik,2029-02-08,6
83035,Primer,Luxury,Buruk,2029-02-09,14
855013,Sekunder,Terencana,Senang,2029-02-10,4
379709,Tersier,Kewajiban,Buruk,2029-02-11,4
285400,Primer,Kewajiban,Baik,2029-02-12,18
162040,Tersier,Luxury,Baik,2029-02-13,20
855206,Sekunder,Irasional,Senang,2029-02-14,2
622002,Sekunder,Teratur,Senang,2029-02-15,2
245173,Tersier,Gaya Hidup,Baik,2029-02-16,7
101942,Primer,Irasional,Tidak Baik,2029-02-17,10
900127,Tersier,Irasional,Tidak Baik,2029-02-18,13
832325,Sekunder,Luxury,Buruk,2029-02-19,17
611128,Primer,Esensial,Baik,2029-02-20,14
247220,Primer,Sial,Senang,2029-02-21,4
644867,Tidak Terduga,Terencana,Baik,2029-02-22,13
256441,Tersier,Luxury,Buruk,2029-02-23,7
882547,Sekunder,Kewajiban,Buruk,2029-02-24,2
941941,Sekunder,Esensial,Senang,2029-02-25,16
274316,Tersier,Irasional,Baik,2029-02-26,1
374519,Tersier,Irasional,Tidak Baik,2029-02-27,5
841984,Sekunder,Teratur,Senang,2029-02-28,18
184721,Sekunder,Terencana,Baik,2029-03-01,13
856952,Tersier,Teratur,Buruk,2029-03-02,15
974275,Tersier,Irasional,Senang,2029-03-03,6
654932,Primer,Gaya Hidup,Senang,2029-03-04,2
32973,Tidak Terduga,Terencana,Baik,2029-03-05,5
320743,Sekunder,Sial,Baik,2029-03-06,2
930104,Primer,Irasional,Senang,2029-03-07,2
181716,Tersier,Kewajiban,Baik,2029-03-08,20
166306,Tidak Terduga,Esensial,Buruk,2029-03-09,11
596456,Sekunder,Teratur,Senang,2029-03-10,8
292829,Tidak Terduga,Kewajiban,Buruk,2029-03-11,13
867302,Primer,Teratur,Baik,2029-03-12,14
212973,Tersier,Kewajiban,Baik,2029-03-13,5
145266,Primer,Esensial,Tidak Baik,2029-03-14,3
723169,Tidak Terduga,Esensial,Tidak Baik,2029-03-15,19
938536,Primer,Terencana,Buruk,2029-03-16,12
57032,Primer,Teratur,Baik,2029-03-17,7
168205,Tersier,Kewajiban,Baik,2029-03-18,14
45582,Tersier,Kewajiban,Buruk,2029-03-19,18
405644,Tidak Terduga,Terencana,Buruk,2029-03-20,19
858358,Tidak Terduga,Teratur,Baik,2029-03-21,1
856730,Primer,Irasional,Buruk,2029-03-22,1
279489,Sekunder,Irasional,Tidak Baik,2029-03-23,11
647457,Primer,Irasional,Tidak Baik,2029-03-24,15
369498,Tidak Terduga,Kewajiban,Tidak Baik,2029-03-25,16
46547,Primer,Teratur,Baik,2029-03-26,20
212710,Tersier,Terencana,Senang,2029-03-27,11
308258,Primer,Sial,Baik,2029-03-28,1
84944,Tersier,Teratur,Buruk,2029-03-29,2
162915,Sekunder,Gaya Hidup,Tidak Baik,2029-03-30,4
807747,Tersier,Teratur,Buruk,2029-03-31,16
471409,Sekunder,Luxury,Buruk,2029-04-01,8
581640,Sekunder,Terencana,Senang,2029-04-02,5
149169,Primer,Terencana,Senang,2029-04-03,11
811886,Tidak Terduga,Esensial,Baik,2029-04-04,19
96645,Tidak Terduga,Kewajiban,Senang,2029-04-05,1
529380,Primer,Gaya Hidup,Baik,2029-04-06,1
500050,Sekunder,Sial,Senang,2029-04-07,15
845809,Tidak Terduga,Terencana,Buruk,2029-04-08,7
409625,Tersier,Teratur,Buruk,2029-04-09,20
568169,Tidak Terduga,Gaya Hidup,Baik,2029-04-10,15
652503,Sekunder,Luxury,Senang,2029-04-11,3
144351,Sekunder,Kewajiban,Baik,2029-04-12,7
503962,Tersier,Gaya Hidup,Baik,2029-04-13,2
558313,Primer,Gaya Hidup,Baik,2029-04-14,15
262311,Tidak Terduga,Luxury,Baik,2029-04-15,6
674986,Primer,Sial,Senang,2029-04-16,6
75471,Tidak Terduga,Gaya Hidup,Senang,2029-04-17,3
792569,Tersier,Esensial,Baik,2029-04-18,4
851273,Primer,Sial,Senang,2029-04-19,7
982895,Tidak Terduga,Irasional,Tidak Baik,2029-04-20,18
939095,Tidak Terduga,Luxury,Senang,2029-04-21,13
720909,Sekunder,Esensial,Tidak Baik,2029-04-22,19
576781,Sekunder,Gaya Hidup,Tidak Baik,2029-04-23,2
346282,Tidak Terduga,Terencana,Tidak Baik,2029-04-24,17
510292,Sekunder,Kewajiban,Baik,2029-04-25,16
704591,Tidak Terduga,Gaya Hidup,Baik,2029-04-26,3
62663,Tidak Terduga,Esensial,Senang,2029-04-27,13
93780,Sekunder,Luxury,Buruk,2029-04-28,16
532248,Sekunder,Sial,Buruk,2029-04-29,5
918456,Sekunder,Esensial,Baik,2029-04-30,6
451126,Primer,Sial,Baik,2029-05-01,4
476980,Tersier,Teratur,Baik,2029-05-02,1
749425,Tidak Terduga,Sial,Senang,2029-05-03,9
143206,Tersier,Kewajiban,Baik,2029-05-04,11
544084,Primer,Esensial,Buruk,2029-05-05,9
777006,Primer,Esensial,Senang,2029-05-06,14
983890,Tidak Terduga,Terencana,Buruk,2029-05-07,4
495108,Tidak Terduga,Teratur,Senang,2029-05-08,16
107060,Tersier,Gaya Hidup,Tidak Baik,2029-05-09,4
972949,Tersier,Gaya Hidup,Buruk,2029-05-10,19
114714,Sekunder,Kewajiban,Baik,2029-05-11,6
367758,Tersier,Kewajiban,Tidak Baik,2029-05-12,18
667846,Tersier,Terencana,Tidak Baik,2029-05-13,3
185539,Primer,Luxury,Senang,2029-05-14,16
98872,Tersier,Sial,Senang,2029-05-15,1
162321,Sekunder,Sial,Senang,2029-05-16,15
318375,Tersier,Luxury,Senang,2029-05-17,9
684644,Tidak Terduga,Terencana,Senang,2029-05-18,10
693829,Sekunder,Sial,Senang,2029-05-19,8
643799,Tidak Terduga,Terencana,Senang,2029-05-20,14
604993,Primer,Luxury,Tidak Baik,2029-05-21,2
776746,Sekunder,Sial,Baik,2029-05-22,5
370981,Sekunder,Esensial,Senang,2029-05-23,8
429407,Tersier,Luxury,Senang,2029-05-24,10
656410,Sekunder,Terencana,Baik,2029-05-25,10
586329,Primer,Luxury,Buruk,2029-05-26,5
339222,Primer,Sial,Senang,2029-05-27,6
505755,Primer,Kewajiban,Buruk,2029-05-28,12
560108,Sekunder,Terencana,Tidak Baik,2029-05-29,5
664836,Sekunder,Esensial,Senang,2029-05-30,3
481096,Tersier,Gaya Hidup,Senang,2029-05-31,13
133996,Primer,Irasional,Baik,2029-06-01,1
861621,Tersier,Teratur,Tidak Baik,2029-06-02,5
765869,Primer,Gaya Hidup,Tidak Baik,2029-06-03,11
149971,Tersier,Luxury,Buruk,2029-06-04,6
924217,Tidak Terduga,Sial,Senang,2029-06-05,7
716516,Tidak Terduga,Esensial,Tidak Baik,2029-06-06,19
712535,Primer,Teratur,Tidak Baik,2029-06-07,9
950341,Tersier,Irasional,Tidak Baik,2029-06-08,3
836315,Sekunder,Luxury,Baik,2029-06-09,5
608116,Sekunder,Teratur,Senang,2029-06-10,1
785855,Sekunder,Kewajiban,Baik,2029-06-11,19
937534,Tersier,Teratur,Buruk,2029-06-12,9
255468,Tidak Terduga,Irasional,Tidak Baik,2029-06-13,10
480961,Sekunder,Kewajiban,Buruk,2029-06-14,15
503489,Primer,Terencana,Senang,2029-06-15,16
961230,Tidak Terduga,Sial,Baik,2029-06-16,6
269592,Primer,Gaya Hidup,Baik,2029-06-17,13
463914,Tersier,Terencana,Tidak Baik,2029-06-18,20
385395,Sekunder,Luxury,Senang,2029-06-19,1
897611,Primer,Luxury,Tidak Baik,2029-06-20,7
505528,Tersier,Irasional,Buruk,2029-06-21,6
448098,Sekunder,Irasional,Buruk,2029-06-22,14
466196,Tersier,Terencana,Senang,2029-06-23,12
795054,Primer,Terencana,Buruk,2029-06-24,11
129704,Tidak Terduga,Teratur,Buruk,2029-06-25,4
357730,Primer,Esensial,Senang,2029-06-26,8
477494,Primer,Luxury,Senang,2029-06-27,5
357704,Tidak Terduga,Kewajiban,Senang,2029-06-28,16
727416,Tersier,Irasional,Senang,2029-06-29,14
297271,Tersier,Sial,Tidak Baik,2029-06-30,3
422483,Primer,Luxury,Baik,2029-07-01,15
190053,Primer,Terencana,Buruk,2029-07-02,20
750184,Tersier,Kewajiban,Tidak Baik,2029-07-03,10
997819,Tidak Terduga,Esensial,Tidak Baik,2029-07-04,18
527305,Sekunder,Sial,Senang,2029-07-05,1
100394,Tidak Terduga,Gaya Hidup,Tidak Baik,2029-07-06,5
125656,Primer,Sial,Tidak Baik,2029-07-07,9
902176,Tersier,Gaya Hidup,Baik,2029-07-08,12
119511,Tidak Terduga,Terencana,Buruk,2029-07-09,12
127758,Primer,Gaya Hidup,Buruk,2029-07-10,19
482855,Sekunder,Terencana,Senang,2029-07-11,18
131255,Sekunder,Sial,Baik,2029-07-12,12
810758,Tidak Terduga,Terencana,Buruk,2029-07-13,4
804683,Primer,Kewajiban,Baik,2029-07-14,13
420748,Primer,Terencana,Tidak Baik,2029-07-15,2
881201,Sekunder,Esensial,Baik,2029-07-16,5
166435,Tersier,Sial,Tidak Baik,2029-07-17,4
613397,Tersier,Esensial,Tidak Baik,2029-07-18,4
92894,Tidak Terduga,Teratur,Senang,2029-07-19,19
644953,Tidak Terduga,Terencana,Tidak Baik,2029-07-20,4
618866,Sekunder,Kewajiban,Tidak Baik,2029-07-21,11
618967,Primer,Esensial,Baik,2029-07-22,18
375658,Tersier,Sial,Buruk,2029-07-23,19
732559,Tersier,Terencana,Senang,2029-07-24,3
158168,Tersier,Esensial,Senang,2029-07-25,6
460764,Tersier,Irasional,Buruk,2029-07-26,14
400774,Sekunder,Luxury,Senang,2029-07-27,18
946043,Tersier,Esensial,Buruk,2029-07-28,13
727660,Primer,Esensial,Baik,2029-07-29,10
816730,Tersier,Terencana,Baik,2029-07-30,20
473481,Tidak Terduga,Gaya Hidup,Buruk,2029-07-31,18
940260,Primer,Luxury,Buruk,2029-08-01,14
990331,Tersier,Terencana,Tidak Baik,2029-08-02,9
786086,Sekunder,Gaya Hidup,Senang,2029-08-03,16
83945,Sekunder,Kewajiban,Baik,2029-08-04,18
331601,Tersier,Terencana,Baik,2029-08-05,14
659575,Tidak Terduga,Gaya Hidup,Senang,2029-08-06,17
357626,Sekunder,Teratur,Senang,2029-08-07,14
398727,Primer,Irasional,Tidak Baik,2029-08-08,5
138633,Tidak Terduga,Kewajiban,Senang,2029-08-09,7
635991,Sekunder,Terencana,Senang,2029-08-10,15
562060,Tidak Terduga,Teratur,Buruk,2029-08-11,13
253072,Sekunder,Esensial,Tidak Baik,2029-08-12,2
192246,Sekunder,Sial,Senang,2029-08-13,1
718637,Tidak Terduga,Luxury,Senang,2029-08-14,17
535612,Tersier,Teratur,Tidak Baik,2029-08-15,17
265137,Tersier,Irasional,Tidak Baik,2029-08-16,9
918432,Tidak Terduga,Irasional,Baik,2029-08-17,10
143475,Sekunder,Irasional,Buruk,2029-08-18,15
397121,Sekunder,Kewajiban,Buruk,2029-08-19,9
916438,Sekunder,Terencana,Baik,2029-08-20,1
613286,Sekunder,Terencana,Baik,2029-08-21,17
415415,Sekunder,Terencana,Buruk,2029-08-22,8
150465,Tersier,Gaya Hidup,Baik,2029-08-23,15
829649,Sekunder,Irasional,Senang,2029-08-24,18
322099,Tidak Terduga,Luxury,Buruk,2029-08-25,3
631987,Sekunder,Gaya Hidup,Tidak Baik,2029-08-26,19
267144,Sekunder,Teratur,Baik,2029-08-27,4
876432,Tersier,Terencana,Baik,2029-08-28,19
479956,Primer,Gaya Hidup,Senang,2029-08-29,2
916209,Primer,Irasional,Baik,2029-08-30,16
618215,Sekunder,Teratur,Buruk,2029-08-31,10
834711,Tersier,Terencana,Tidak Baik,2029-09-01,20
888182,Sekunder,Terencana,Baik,2029-09-02,19
681924,Primer,Kewajiban,Tidak Baik,2029-09-03,5
673378,Tersier,Terencana,Buruk,2029-09-04,3
737764,Tidak Terduga,Sial,Tidak Baik,2029-09-05,14
703918,Tidak Terduga,Gaya Hidup,Baik,2029-09-06,10
613783,Tersier,Irasional,Senang,2029-09-07,2
57529,Tidak Terduga,Irasional,Baik,2029-09-08,2
668577,Tersier,Kewajiban,Buruk,2029-09-09,13
719786,Sekunder,Gaya Hidup,Baik,2029-09-10,19
899752,Sekunder,Sial,Tidak Baik,2029-09-11,17
757157,Primer,Luxury,Buruk,2029-09-12,7
310439,Sekunder,Luxury,Baik,2029-09-13,13
60359,Sekunder,Sial,Senang,2029-09-14,20
219179,Primer,Luxury,Tidak Baik,2029-09-15,5
316544,Tersier,Irasional,Tidak Baik,2029-09-16,7
766833,Sekunder,Sial,Senang,2029-09-17,11
829444,Sekunder,Irasional,Buruk,2029-09-18,8
353993,Sekunder,Irasional,Senang,2029-09-19,9
996302,Primer,Sial,Buruk,2029-09-20,18
386331,Tersier,Esensial,Tidak Baik,2029-09-21,9
398074,Primer,Esensial,Buruk,2029-09-22,17
36402,Tidak Terduga,Irasional,Baik,2029-09-23,14
220217,Sekunder,Kewajiban,Tidak Baik,2029-09-24,9
942117,Tidak Terduga,Gaya Hidup,Tidak Baik,2029-09-25,15
180210,Tersier,Terencana,Tidak Baik,2029-09-26,2
623830,Sekunder,Teratur,Senang,2029-09-27,17
719275,Tidak Terduga,Luxury,Baik,2029-09-28,6
450252,Tidak Terduga,Gaya Hidup,Buruk,2029-09-29,4
102965,Tidak Terduga,Terencana,Baik,2029-09-30,8
178766,Sekunder,Esensial,Tidak Baik,2029-10-01,19
806962,Sekunder,Irasional,Tidak Baik,2029-10-02,17
693928,Sekunder,Gaya Hidup,Baik,2029-10-03,14
62146,Sekunder,Irasional,Tidak Baik,2029-10-04,11
126214,Primer,Esensial,Baik,2029-10-05,9
812354,Tidak Terduga,Sial,Senang,2029-10-06,14
586251,Primer,Sial,Senang,2029-10-07,6
255583,Tersier,Esensial,Buruk,2029-10-08,5
424468,Tidak Terduga,Kewajiban,Buruk,2029-10-09,1
470226,Sekunder,Esensial,Tidak Baik,2029-10-10,6
505682,Sekunder,Terencana,Buruk,2029-10-11,3
387455,Sekunder,Kewajiban,Tidak Baik,2029-10-12,6
195055,Primer,Luxury,Tidak Baik,2029-10-13,7
418028,Sekunder,Kewajiban,Senang,2029-10-14,16
356775,Tidak Terduga,Terencana,Baik,2029-10-15,5
786648,Tidak Terduga,Sial,Senang,2029-10-16,1
370140,Tersier,Luxury,Tidak Baik,2029-10-17,12
844571,Tidak Terduga,Esensial,Baik,2029-10-18,11
625164,Sekunder,Kewajiban,Baik,2029-10-19,1
655185,Tidak Terduga,Esensial,Tidak Baik,2029-10-20,7
119083,Tidak Terduga,Teratur,Tidak Baik,2029-10-21,7
956251,Primer,Gaya Hidup,Baik,2029-10-22,1
85164,Tidak Terduga,Sial,Buruk,2029-10-23,2
193137,Tersier,Gaya Hidup,Senang,2029-10-24,1
195056,Tidak Terduga,Teratur,Tidak Baik,2029-10-25,1
821083,Primer,Gaya Hidup,Senang,2029-10-26,18
677850,Primer,Terencana,Tidak Baik,2029-10-27,17
82179,Tidak Terduga,Terencana,Senang,2029-10-28,13
736707,Tidak Terduga,Esensial,Tidak Baik,2029-10-29,8
115544,Primer,Sial,Baik,2029-10-30,10
315320,Sekunder,Teratur,Baik,2029-10-31,13
494637,Tidak Terduga,Kewajiban,Baik,2029-11-01,15
724093,Primer,Kewajiban,Baik,2029-11-02,8
474611,Tidak Terduga,Esensial,Tidak Baik,2029-11-03,19
539253,Primer,Gaya Hidup,Baik,2029-11-04,4
666565,Sekunder,Kewajiban,Tidak Baik,2029-11-05,20
493516,Tersier,Kewajiban,Tidak Baik,2029-11-06,1
464303,Tidak Terduga,Teratur,Senang,2029-11-07,1
316436,Tidak Terduga,Teratur,Buruk,2029-11-08,17
256040,Tersier,Kewajiban,Baik,2029-11-09,17
821615,Tersier,Sial,Baik,2029-11-10,19
567234,Tidak Terduga,Esensial,Senang,2029-11-11,19
149346,Sekunder,Sial,Senang,2029-11-12,3
391939,Tidak Terduga,Irasional,Senang,2029-11-13,4
480797,Tersier,Esensial,Buruk,2029-11-14,9
146276,Primer,Kewajiban,Buruk,2029-11-15,4
327005,Sekunder,Terencana,Senang,2029-11-16,13
741163,Tidak Terduga,Irasional,Senang,2029-11-17,1
741444,Tidak Terduga,Sial,Baik,2029-11-18,1
651946,Primer,Gaya Hidup,Baik,2029-11-19,19
540271,Primer,Teratur,Senang,2029-11-20,3
582530,Sekunder,Terencana,Baik,2029-11-21,13
729539,Sekunder,Sial,Buruk,2029-11-22,19
353401,Tidak Terduga,Kewajiban,Baik,2029-11-23,5
77623,Tidak Terduga,Irasional,Baik,2029-11-24,8
261230,Tersier,Gaya Hidup,Buruk,2029-11-25,5
444463,Tidak Terduga,Esensial,Tidak Baik,2029-11-26,16
658437,Primer,Gaya Hidup,Baik,2029-11-27,7
87443,Sekunder,Gaya Hidup,Senang,2029-11-28,15
38060,Tidak Terduga,Teratur,Buruk,2029-11-29,19
244353,Sekunder,Gaya Hidup,Senang,2029-11-30,18
346061,Tidak Terduga,Teratur,Senang,2029-12-01,19
251494,Primer,Sial,Senang,2029-12-02,15
834624,Tersier,Sial,Buruk,2029-12-03,20
173901,Tersier,Terencana,Tidak Baik,2029-12-04,2
831280,Sekunder,Terencana,Buruk,2029-12-05,13
297931,Primer,Kewajiban,Senang,2029-12-06,1
333507,Primer,Sial,Buruk,2029-12-07,18
374061,Primer,Luxury,Buruk,2029-12-08,11
155812,Tidak Terduga,Terencana,Senang,2029-12-09,10
38105,Tersier,Irasional,Senang,2029-12-10,18
551546,Primer,Irasional,Baik,2029-12-11,3
813301,Tidak Terduga,Kewajiban,Baik,2029-12-12,18
481574,Sekunder,Sial,Senang,2029-12-13,14
214229,Tidak Terduga,Irasional,Senang,2029-12-14,16
165461,Tidak Terduga,Irasional,Senang,2029-12-15,9
428676,Primer,Gaya Hidup,Tidak Baik,2029-12-16,13
588453,Sekunder,Esensial,Buruk,2029-12-17,8
767852,Tersier,Terencana,Senang,2029-12-18,2
271288,Sekunder,Sial,Baik,2029-12-19,2
554563,Sekunder,Kewajiban,Senang,2029-12-20,1
615864,Sekunder,Irasional,Baik,2029-12-21,20
903835,Sekunder,Esensial,Buruk,2029-12-22,19
730499,Primer,Terencana,Tidak Baik,2029-12-23,17
875362,Tidak Terduga,Esensial,Buruk,2029-12-24,9
401371,Tersier,Sial,Buruk,2029-12-25,8
105576,Tersier,Esensial,Tidak Baik,2029-12-26,8
446359,Tidak Terduga,Luxury,Tidak Baik,2029-12-27,14
933625,Tersier,Gaya Hidup,Senang,2029-12-28,4
808086,Sekunder,Sial,Buruk,2029-12-29,4
74357,Primer,Sial,Senang,2029-12-30,8
487409,Sekunder,Terencana,Baik,2029-12-31,15
49651,Sekunder,Esensial,Buruk,2030-01-01,3
512087,Primer,Gaya Hidup,Tidak Baik,2030-01-02,4
995908,Tersier,Luxury,Tidak Baik,2030-01-03,17
111644,Primer,Teratur,Baik,2030-01-04,3
933987,Tidak Terduga,Luxury,Senang,2030-01-05,11
358267,Tidak Terduga,Irasional,Senang,2030-01-06,3
633727,Tidak Terduga,Kewajiban,Tidak Baik,2030-01-07,20
480137,Primer,Gaya Hidup,Senang,2030-01-08,18
631253,Tidak Terduga,Gaya Hidup,Senang,2030-01-09,12
454068,Sekunder,Luxury,Tidak Baik,2030-01-10,9
773963,Sekunder,Luxury,Senang,2030-01-11,11
701237,Tidak Terduga,Sial,Tidak Baik,2030-01-12,17
467983,Tidak Terduga,Gaya Hidup,Baik,2030-01-13,5
333578,Tidak Terduga,Terencana,Baik,2030-01-14,19
150768,Tidak Terduga,Terencana,Buruk,2030-01-15,10
454707,Primer,Irasional,Buruk,2030-01-16,5
51869,Primer,Kewajiban,Tidak Baik,2030-01-17,1
370544,Sekunder,Sial,Senang,2030-01-18,7
210222,Tersier,Irasional,Baik,2030-01-19,9
870247,Sekunder,Sial,Buruk,2030-01-20,1
678151,Primer,Gaya Hidup,Baik,2030-01-21,3
512446,Sekunder,Terencana,Baik,2030-01-22,12
902442,Sekunder,Gaya Hidup,Baik,2030-01-23,7
753108,Primer,Luxury,Baik,2030-01-24,11
994448,Tersier,Luxury,Baik,2030-01-25,8
409430,Primer,Irasional,Senang,2030-01-26,9
122410,Sekunder,Kewajiban,Baik,2030-01-27,14
487925,Primer,Esensial,Buruk,2030-01-28,14
915506,Tersier,Esensial,Tidak Baik,2030-01-29,1
141005,Tersier,Gaya Hidup,Tidak Baik,2030-01-30,15
285135,Primer,Teratur,Tidak Baik,2030-01-31,11
486839,Primer,Kewajiban,Buruk,2030-02-01,13
647476,Primer,Kewajiban,Senang,2030-02-02,19
449902,Tidak Terduga,Sial,Senang,2030-02-03,20
579414,Sekunder,Sial,Tidak Baik,2030-02-04,20
112467,Sekunder,Luxury,Senang,2030-02-05,9
444991,Tersier,Teratur,Tidak Baik,2030-02-06,10
942811,Sekunder,Teratur,Baik,2030-02-07,19
355346,Tidak Terduga,Kewajiban,Buruk,2030-02-08,9
812033,Tersier,Gaya Hidup,Senang,2030-02-09,13
386005,Primer,Irasional,Tidak Baik,2030-02-10,14
